Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
2015,8.747195,3048.135848,,,,,
2016,8.723323,3045.14301,,,,,
2017,8.686074,3042.863223,,,,,
1800,,,712558,,,,
1801,,,712558,,,,
1802,,,712558,,,,
1803,,,712558,,,,
1804,,,712558,,,,
1805,,,712558,,,,
1806,,,712558,,,,
1807,,,712558,,,,
1808,,,712558,,,,
1809,,,712558,,,,
1810,,,712558,,,,
1811,,,712870,,,,
1812,,,713497,,,,
1813,,,714441,,,,
1814,,,715706,,,,
1815,,,717294,,,,
1816,,,719209,,,,
1817,,,721453,,,,
1818,,,724030,,,,
1819,,,726943,,,,
1820,,,730194,,,,
1821,,,733787,,,,
1822,,,737724,,,,
1823,,,742010,,,,
1824,,,746648,,,,
1825,,,751639,,,,
1826,,,756989,,,,
1827,,,762699,,,,
1828,,,768774,,,,
1829,,,775217,,,,
1830,,,782030,,,,
1831,,,789219,,,,
1832,,,796473,,,,
1833,,,803794,,,,
1834,,,811182,,,,
1835,,,818639,,,,
1836,,,826163,,,,
1837,,,833757,,,,
1838,,,841421,,,,
1839,,,849155,,,,
1840,,,856960,,,,
1841,,,864837,,,,
1842,,,872787,,,,
1843,,,880809,,,,
1844,,,888905,,,,
1845,,,897076,,,,
1846,,,905322,,,,
1847,,,913643,,,,
1848,,,922041,,,,
1849,,,930516,,,,
1850,,,939070,,,,
1851,,,947663,,,,
1852,,,956334,,,,
1853,,,965085,,,,
1854,,,973917,,,,
1855,,,982828,,,,
1856,,,991822,,,,
1857,,,1000898,,,,
1858,,,1010057,,,,
1859,,,1019299,,,,
1860,,,1028626,,,,
1861,,,1038039,,,,
1862,,,1047538,,,,
1863,,,1057123,,,,
1864,,,1066797,,,,
1865,,,1076558,,,,
1866,,,1086410,,,,
1867,,,1096351,,,,
1868,,,1106383,,,,
1869,,,1116507,,,,
1870,,,1126724,,,,
1871,,,1137034,,,,
1872,,,1147439,,,,
1873,,,1157615,,,,
1874,,,1168208,,,,
1875,,,1178898,,,,
1876,,,1189686,,,,
1877,,,1200271,,,,
1878,,,1211254,,,,
1879,,,1222337,,,,
1880,,,1233523,,,,
1881,,,1244532,,,,
1882,,,1255920,,,,
1883,,,1267413,,,,
1884,,,1278761,,,,
1885,,,1290462,,,,
1886,,,1302270,,,,
1887,,,1313967,,,,
1888,,,1325990,,,,
1889,,,1338124,,,,
1890,,,1350369,,,,
1891,,,1362725,,,,
1892,,,1375195,,,,
1893,,,1387779,,,,
1894,,,1400478,,,,
1895,,,1413293,,,,
1896,,,1426225,,,,
1897,,,1439276,,,,
1898,,,1452446,,,,
1899,,,1465737,,,,
1900,,,1479149,,,,
1901,,,1492684,,,,
1902,,,1506133,,,,
1903,,,1519915,,,,
1904,,,1533823,,,,
1905,,,1547858,,,,
1906,,,1562022,,,,
1907,,,1576007,,,,
1908,,,1590429,,,,
1909,,,1604982,,,,
1910,,,1619668,,,,
1911,,,1634398,,,,
1912,,,1649353,,,,
1913,,,1664446,,,,
1914,,,1679676,,,,
1915,,,1695046,,,,
1916,,,1710557,,,,
1917,,,1726209,,,,
1918,,,1742100,,,,
1919,,,1758113,,,,
1920,,,1774273,,,,
1921,,,1790582,,,,
1922,,,1807041,,,,
1923,,,1823651,,,,
1924,,,1840413,,,,
1925,,,1857330,,,,
1926,,,1874402,,,,
1927,,,1891631,,,,
1928,,,1909019,,,,
1929,,,1926566,,,,
1930,,,1944274,,,,
1931,,,1962146,,,,
1932,,,1980181,,,,
1933,,,1998383,,,,
1934,,,2016751,,,,
1935,,,2035289,,,,
1936,,,2053997,,,,
1937,,,2072877,,,,
1938,,,2091930,,,,
1939,,,2111159,,,,
1940,,,2130564,,,,
1941,,,2150148,,,,
1942,,,2169912,,,,
1943,,,2189857,,,,
1944,,,2209986,,,,
1945,,,2230299,,,,
1946,,,2250800,,,,
1947,,,2271489,,,,
1948,,,2292368,,,,
1949,,,2313439,,,,
1950,,,2341000,,,,
1951,,,2381000,,,,
1952,,,2432000,,,,
1953,,,2491000,,,,
1954,,,2556000,,,,
1955,,,2627000,,,,
1956,,,2701000,,,,
1957,,,2777000,,,,
1958,,,2854000,,,,
1959,,,2930000,,,,
1960,,,3004000,,,,
1961,,,3077000,,,,
1962,,,3147000,,,,
1963,,,3213000,,,,
1964,,,3276000,,,,
1965,,,3337000,,,,
1966,,,3393000,,,,
1967,,,3446000,,,,
1968,,,3496000,,,,
1969,,,3546000,,,,
1970,,,3596000,,,,
1971,,,3647000,,,,
1972,,,3698000,,,,
1973,,,3749000,,,,
1974,,,3797000,,,,
1975,,,3840000,,,,
1976,,,3878000,,,,
1977,,,3912000,,,,
1978,,,3943000,,,,
1979,,,3976000,,,,
1980,,,4011000,,,,
1981,,,4050000,,,,
1982,,,4091000,,,,
1983,,,4134000,,,,
1984,,,4176000,,,,
1985,,,4216000,,,,
1986,,,4255000,,,,
1987,,,4290000,,,,
1988,,,4322000,,,,
1989,,,4348000,,,,
1990,17.413868,3589.921242,4366000,,,,
1991,17.967301,3577.805281,4375000,,,,
1992,17.187484,3563.2108,4377000,,,,
1993,17.692956,3548.84348,4371000,,,,
1994,19.968515,3535.582246,4359000,,,,
1995,20.79987,3522.736156,4341000,,,,
1996,19.425965,3508.99043,4316000,,,,
1997,17.339116,3493.669615,4286000,,,,
1998,16.462559,3477.474751,4255000,,,,
1999,16.831049,3461.571982,4226000,,,,
2000,16.922485,3442.175532,4203000,,,,
2001,16.802525,3423.253272,4187000,,,,
2002,16.715646,3399.544502,4178000,,,,
2003,16.908197,3375.13116,4173000,,,,
2004,17.456725,3353.018906,4168000,,,,
2005,18.506135,3335.9528,4159000,,,,
2006,18.108544,3321.105375,4146000,,,,
2007,17.462488,3306.163869,4130000,,,,
2008,17.288279,3293.209364,4113000,,,,
2009,17.559353,3282.912471,4098000,,,,
2010,17.417243,3277.704515,4086000,,,,
2011,15.450393,3276.196243,4079000,,,,
2012,14.67992,3272.118201,4076000,,,,
2013,14.154182,3267.086968,4075000,,,,
2014,14.519338,3263.820538,4073000,,,,
2015,14.592634,3260.240375,4071000,,,,
2016,14.051301,3259.28502,4066000,,,,
2017,13.636749,3258.759257,4060000,,,,
2018,,,4052000,,,,
2019,,,4043000,,,,
1800,,,7789,,,,
1801,,,7789,,,,
1802,,,7789,,,,
1803,,,7789,,,,
1804,,,7789,,,,
1805,,,7789,,,,
1806,,,7789,,,,
1807,,,7789,,,,
1808,,,7789,,,,
1809,,,7789,,,,
1810,,,7789,,,,
1811,,,7792,,,,
1812,,,7797,,,,
1813,,,7805,,,,
1814,,,7816,,,,
1815,,,7830,,,,
1816,,,7846,,,,
1817,,,7866,,,,
1818,,,7888,,,,
1819,,,7913,,,,
1820,,,7941,,,,
1821,,,7972,,,,
1822,,,8005,,,,
1823,,,8042,,,,
1824,,,8082,,,,
1825,,,8124,,,,
1826,,,8170,,,,
1827,,,8219,,,,
1828,,,8270,,,,
1829,,,8325,,,,
1830,,,8383,,,,
1831,,,8444,,,,
1832,,,8506,,,,
1833,,,8568,,,,
1834,,,8630,,,,
1835,,,8693,,,,
1836,,,8756,,,,
1837,,,8820,,,,
1838,,,8884,,,,
1839,,,8949,,,,
1840,,,9014,,,,
1841,,,9079,,,,
1842,,,9146,,,,
1843,,,9212,,,,
1844,,,9279,,,,
1845,,,9347,,,,
1846,,,9415,,,,
1847,,,9483,,,,
1848,,,9552,,,,
1849,,,9622,,,,
1850,,,9692,,,,
1851,,,9763,,,,
1852,,,9835,,,,
1853,,,9907,,,,
1854,,,9980,,,,
1855,,,10053,,,,
1856,,,10127,,,,
1857,,,10202,,,,
1858,,,10277,,,,
1859,,,10352,,,,
1860,,,10428,,,,
1861,,,10505,,,,
1862,,,10582,,,,
1863,,,10660,,,,
1864,,,10738,,,,
1865,,,10817,,,,
1866,,,10896,,,,
1867,,,10976,,,,
1868,,,11057,,,,
1869,,,11138,,,,
1870,,,11220,,,,
1871,,,11303,,,,
1872,,,11386,,,,
1873,,,11467,,,,
1874,,,11551,,,,
1875,,,11636,,,,
1876,,,11722,,,,
1877,,,11806,,,,
1878,,,11893,,,,
1879,,,11980,,,,
1880,,,12068,,,,
1881,,,12155,,,,
1882,,,12244,,,,
1883,,,12334,,,,
1884,,,12424,,,,
1885,,,12515,,,,
1886,,,12607,,,,
1887,,,12698,,,,
1888,,,12791,,,,
1889,,,12885,,,,
1890,,,12980,,,,
1891,,,13075,,,,
1892,,,13171,,,,
1893,,,13268,,,,
1894,,,13366,,,,
1895,,,13464,,,,
1896,,,13563,,,,
1897,,,13662,,,,
1898,,,13763,,,,
1899,,,13864,,,,
1900,,,13966,,,,
1901,,,14068,,,,
1902,,,14171,,,,
1903,,,14275,,,,
1904,,,14380,,,,
1905,,,14485,,,,
1906,,,14592,,,,
1907,,,14697,,,,
1908,,,14805,,,,
1909,,,14914,,,,
1910,,,15023,,,,
1911,,,15133,,,,
1912,,,15244,,,,
1913,,,15356,,,,
1914,,,15469,,,,
1915,,,15583,,,,
1916,,,15697,,,,
1917,,,15813,,,,
1918,,,15927,,,,
1919,,,16043,,,,
1920,,,16160,,,,
1921,,,16278,,,,
1922,,,16396,,,,
1923,,,16516,,,,
1924,,,16636,,,,
1925,,,16757,,,,
1926,,,16879,,,,
1927,,,17002,,,,
1928,,,17126,,,,
1929,,,17250,,,,
1930,,,17376,,,,
1931,,,17503,,,,
1932,,,17630,,,,
1933,,,17758,,,,
1934,,,17888,,,,
1935,,,18018,,,,
1936,,,18149,,,,
1937,,,18281,,,,
1938,,,18414,,,,
1939,,,18548,,,,
1940,,,18683,,,,
1941,,,18819,,,,
1942,,,18956,,,,
1943,,,19094,,,,
1944,,,19233,,,,
1945,,,19373,,,,
1946,,,19514,,,,
1947,,,19656,,,,
1948,,,19800,,,,
1949,,,19944,,,,
1950,,,20000,,,,
1951,,,19000,,,,
1952,,,19000,,,,
1953,,,19000,,,,
1954,,,19000,,,,
1955,,,20000,,,,
1956,,,20000,,,,
1957,,,21000,,,,
1958,,,21000,,,,
1959,,,22000,,,,
1960,,,22000,,,,
1961,,,23000,,,,
1962,,,23000,,,,
1963,,,23000,,,,
1964,,,23000,,,,
1965,,,23000,,,,
1966,,,23000,,,,
1967,,,23000,,,,
1968,,,23000,,,,
1969,,,23000,,,,
1970,,,23000,,,,
1971,,,24000,,,,
1972,,,24000,,,,
1973,,,24000,,,,
1974,,,25000,,,,
1975,,,25000,,,,
1976,,,26000,,,,
1977,,,26000,,,,
1978,,,26000,,,,
1979,,,26000,,,,
1980,,,27000,,,,
1981,,,27000,,,,
1982,,,28000,,,,
1983,,,28000,,,,
1984,,,29000,,,,
1985,,,29000,,,,
1986,,,29000,,,,
1987,,,29000,,,,
1988,,,29000,,,,
1989,,,29000,,,,
1990,,,29000,,,,
1991,,,30000,,,,
1992,,,30000,,,,
1993,,,30000,,,,
1994,,,30000,,,,
1995,,,31000,,,,
1996,,,31000,,,,
1997,,,31000,,,,
1998,,,32000,,,,
1999,,,32000,,,,
2000,,,32000,,,,
2001,,,32000,,,,
2002,,,33000,,,,
2003,,,33000,,,,
2004,,,33000,,,,
2005,,,34000,,,,
2006,,,34000,,,,
2007,,,35000,,,,
2008,,,35000,,,,
2009,,,35000,,,,
2010,,,36000,,,,
2011,,,36000,,,,
2012,,,36000,,,,
2013,,,37000,,,,
2014,,,37000,,,,
2015,,,38000,,,,
2016,,,38000,,,,
2017,,,38000,,,,
2018,,,39000,,,,
2019,,,39000,,,,
1800,,,619000,,,,
1801,,,619000,,,,
1802,,,619000,,,,
1803,,,619000,,,,
1804,,,619000,,,,
1805,,,619000,,,,
1806,,,619000,,,,
1807,,,619000,,,,
1808,,,619000,,,,
1809,,,619000,,,,
1810,,,619000,,,,
1811,,,619045,,,,
1812,,,619135,,,,
1813,,,619270,,,,
1814,,,619450,,,,
1815,,,619676,,,,
1816,,,619946,,,,
1817,,,620262,,,,
1818,,,620624,,,,
1819,,,621031,,,,
1820,,,621483,,,,
1821,,,621982,,,,
1822,,,622525,,,,
1823,,,623115,,,,
1824,,,623751,,,,
1825,,,624432,,,,
1826,,,625159,,,,
1827,,,625933,,,,
1828,,,626753,,,,
1829,,,627618,,,,
1830,,,628530,,,,
1831,,,629489,,,,
1832,,,630449,,,,
1833,,,631410,,,,
1834,,,632373,,,,
1835,,,633337,,,,
1836,,,634303,,,,
1837,,,635270,,,,
1838,,,636239,,,,
1839,,,637209,,,,
1840,,,638180,,,,
1841,,,639154,,,,
1842,,,640128,,,,
1843,,,641104,,,,
1844,,,642082,,,,
1845,,,643061,,,,
1846,,,644041,,,,
1847,,,645023,,,,
1848,,,646007,,,,
1849,,,646992,,,,
1850,,,647979,,,,
1851,,,648917,,,,
1852,,,649856,,,,
1853,,,650797,,,,
1854,,,651739,,,,
1855,,,652682,,,,
1856,,,653627,,,,
1857,,,654573,,,,
1858,,,655520,,,,
1859,,,656469,,,,
1860,,,657419,,,,
1861,,,658383,,,,
1862,,,659360,,,,
1863,,,660351,,,,
1864,,,661356,,,,
1865,,,662374,,,,
1866,,,663405,,,,
1867,,,664451,,,,
1868,,,665510,,,,
1869,,,666583,,,,
1870,,,667670,,,,
1871,,,668771,,,,
1872,,,669886,,,,
1873,,,670950,,,,
1874,,,672097,,,,
1875,,,673259,,,,
1876,,,674437,,,,
1877,,,675598,,,,
1878,,,676818,,,,
1879,,,678056,,,,
1880,,,679296,,,,
1881,,,680531,,,,
1882,,,681776,,,,
1883,,,683022,,,,
1884,,,684266,,,,
1885,,,685517,,,,
1886,,,686770,,,,
1887,,,688021,,,,
1888,,,689279,,,,
1889,,,690540,,,,
1890,,,691802,,,,
1891,,,693067,,,,
1892,,,694335,,,,
1893,,,695604,,,,
1894,,,696876,,,,
1895,,,698150,,,,
1896,,,699427,,,,
1897,,,700706,,,,
1898,,,701987,,,,
1899,,,703271,,,,
1900,,,704557,,,,
1901,,,705845,,,,
1902,,,707131,,,,
1903,,,708424,,,,
1904,,,709719,,,,
1905,,,711017,,,,
1906,,,712317,,,,
1907,,,713614,,,,
1908,,,714918,,,,
1909,,,716225,,,,
1910,,,717535,,,,
1911,,,718845,,,,
1912,,,720160,,,,
1913,,,721495,,,,
1914,,,722853,,,,
1915,,,724231,,,,
1916,,,725613,,,,
1917,,,726997,,,,
1918,,,728459,,,,
1919,,,729905,,,,
1920,,,731354,,,,
1921,,,732806,,,,
1922,,,734261,,,,
1923,,,735718,,,,
1924,,,737179,,,,
1925,,,738642,,,,
1926,,,740109,,,,
1927,,,741578,,,,
1928,,,743050,,,,
1929,,,744525,,,,
1930,,,746003,,,,
1931,,,747484,,,,
1932,,,748968,,,,
1933,,,750455,,,,
1934,,,751945,,,,
1935,,,753437,,,,
1936,,,754933,,,,
1937,,,756432,,,,
1938,,,757933,,,,
1939,,,759438,,,,
1940,,,760946,,,,
1941,,,762456,,,,
1942,,,763970,,,,
1943,,,765486,,,,
1944,,,767006,,,,
1945,,,768529,,,,
1946,,,770054,,,,
1947,,,771583,,,,
1948,,,773115,,,,
1949,,,774650,,,,
1950,,,780000,,,,
1951,,,794000,,,,
1952,,,808000,,,,
1953,,,823000,,,,
1954,,,839000,,,,
1955,,,855000,,,,
1956,,,872000,,,,
1957,,,890000,,,,
1958,,,910000,,,,
1959,,,931000,,,,
1960,,,956000,,,,
1961,,,982000,,,,
1962,,,1011000,,,,
1963,,,1042000,,,,
1964,,,1075000,,,,
1965,,,1107000,,,,
1966,,,1140000,,,,
1967,,,1173000,,,,
1968,,,1207000,,,,
1969,,,1242000,,,,
1970,,,1279000,,,,
1971,,,1317000,,,,
1972,,,1357000,,,,
1973,,,1397000,,,,
1974,,,1438000,,,,
1975,,,1480000,,,,
1976,,,1521000,,,,
1977,,,1562000,,,,
1978,,,1604000,,,,
1979,,,1646000,,,,
1980,,,1690000,,,,
1981,,,1733000,,,,
1982,,,1778000,,,,
1983,,,1823000,,,,
1984,,,1871000,,,,
1985,,,1922000,,,,
1986,,,1976000,,,,
1987,,,2033000,,,,
1988,,,2090000,,,,
1989,,,2141000,,,,
1990,15.459003,3242.441784,2184000,,,,
1991,16.213404,3273.731107,2218000,,,,
1992,18.116217,3301.331174,2243000,,,,
1993,19.432464,3326.77809,2263000,,,,
1994,20.255593,3347.520858,2280000,,,,
1995,21.668178,3362.124857,2298000,,,,
1996,22.101029,3375.310959,2317000,,,,
1997,22.057981,3387.51171,2336000,,,,
1998,21.352724,3397.232816,2356000,,,,
1999,20.785516,3405.736822,2376000,,,,
2000,20.742084,3411.429105,2397000,,,,
2001,20.496447,3413.14853,2420000,,,,
2002,20.337972,3413.291619,2443000,,,,
2003,20.108914,3413.421663,2469000,,,,
2004,20.278269,3414.275699,2496000,,,,
2005,20.287426,3416.448396,2526000,,,,
2006,19.805283,3419.02841,2559000,,,,
2007,19.043905,3424.521779,2594000,,,,
2008,17.98368,3429.372336,2632000,,,,
2009,17.561044,3430.574784,2674000,,,,
2010,17.47477,3432.223951,2720000,,,,
2011,17.134954,3429.437829,2770000,,,,
2012,16.862635,3424.956821,2825000,,,,
2013,16.362032,3419.059903,2882000,,,,
2014,15.89198,3409.219289,2940000,,,,
2015,15.801537,3397.780357,2998000,,,,
2016,15.510454,3384.443265,3056000,,,,
2017,15.358143,3370.763993,3114000,,,,
2018,,,3170000,,,,
2019,,,3225000,,,,
1800,,,126582,,,,
1801,,,126582,,,,
1802,,,126582,,,,
1803,,,126582,,,,
1804,,,126582,,,,
1805,,,126582,,,,
1806,,,126582,,,,
1807,,,126582,,,,
1808,,,126582,,,,
1809,,,126582,,,,
1810,,,126582,,,,
1811,,,126635,,,,
1812,,,126743,,,,
1813,,,126904,,,,
1814,,,127121,,,,
1815,,,127393,,,,
1816,,,127720,,,,
1817,,,128104,,,,
1818,,,128545,,,,
1819,,,129043,,,,
1820,,,129599,,,,
1821,,,130214,,,,
1822,,,130887,,,,
1823,,,131619,,,,
1824,,,132412,,,,
1825,,,133265,,,,
1826,,,134178,,,,
1827,,,135154,,,,
1828,,,136191,,,,
1829,,,137291,,,,
1830,,,138454,,,,
1831,,,139681,,,,
1832,,,140919,,,,
1833,,,142168,,,,
1834,,,143428,,,,
1835,,,144699,,,,
1836,,,145981,,,,
1837,,,147274,,,,
1838,,,148580,,,,
1839,,,149896,,,,
1840,,,151224,,,,
1841,,,152565,,,,
1842,,,153916,,,,
1843,,,155280,,,,
1844,,,156656,,,,
1845,,,158045,,,,
1846,,,159445,,,,
1847,,,160858,,,,
1848,,,162283,,,,
1849,,,163722,,,,
1850,,,165172,,,,
1851,,,166613,,,,
1852,,,168066,,,,
1853,,,169532,,,,
1854,,,171010,,,,
1855,,,172501,,,,
1856,,,174006,,,,
1857,,,175523,,,,
1858,,,177054,,,,
1859,,,178598,,,,
1860,,,180156,,,,
1861,,,181727,,,,
1862,,,183311,,,,
1863,,,184910,,,,
1864,,,186523,,,,
1865,,,188149,,,,
1866,,,189790,,,,
1867,,,191445,,,,
1868,,,193115,,,,
1869,,,194799,,,,
1870,,,196497,,,,
1871,,,198211,,,,
1872,,,199940,,,,
1873,,,201631,,,,
1874,,,203389,,,,
1875,,,205163,,,,
1876,,,206952,,,,
1877,,,208708,,,,
1878,,,210528,,,,
1879,,,212364,,,,
1880,,,214216,,,,
1881,,,216039,,,,
1882,,,217923,,,,
1883,,,219823,,,,
1884,,,221700,,,,
1885,,,223633,,,,
1886,,,225583,,,,
1887,,,227515,,,,
1888,,,229499,,,,
1889,,,231500,,,,
1890,,,233519,,,,
1891,,,235555,,,,
1892,,,237610,,,,
1893,,,239682,,,,
1894,,,241772,,,,
1895,,,243880,,,,
1896,,,246007,,,,
1897,,,248152,,,,
1898,,,250316,,,,
1899,,,252498,,,,
1900,,,254700,,,,
1901,,,256921,,,,
1902,,,259128,,,,
1903,,,261388,,,,
1904,,,263667,,,,
1905,,,265966,,,,
1906,,,268285,,,,
1907,,,270575,,,,
1908,,,272935,,,,
1909,,,275315,,,,
1910,,,277715,,,,
1911,,,280123,,,,
1912,,,282565,,,,
1913,,,285029,,,,
1914,,,287514,,,,
1915,,,290021,,,,
1916,,,292550,,,,
1917,,,295101,,,,
1918,,,297730,,,,
1919,,,300369,,,,
1920,,,303030,,,,
1921,,,305716,,,,
1922,,,308425,,,,
1923,,,311158,,,,
1924,,,313915,,,,
1925,,,316697,,,,
1926,,,319503,,,,
1927,,,322334,,,,
1928,,,325191,,,,
1929,,,328073,,,,
1930,,,330980,,,,
1931,,,333913,,,,
1932,,,336872,,,,
1933,,,339857,,,,
1934,,,342868,,,,
1935,,,345907,,,,
1936,,,348972,,,,
1937,,,352064,,,,
1938,,,355184,,,,
1939,,,358332,,,,
1940,,,361507,,,,
1941,,,364710,,,,
1942,,,367942,,,,
1943,,,371203,,,,
1944,,,374492,,,,
1945,,,377811,,,,
1946,,,381159,,,,
1947,,,384536,,,,
1948,,,387944,,,,
1949,,,391382,,,,
1950,,,395000,,,,
1951,,,401000,,,,
1952,,,411000,,,,
1953,,,422000,,,,
1954,,,433000,,,,
1955,,,444000,,,,
1956,,,453000,,,,
1957,,,462000,,,,
1958,,,470000,,,,
1959,,,478000,,,,
1960,,,487000,,,,
1961,,,498000,,,,
1962,,,510000,,,,
1963,,,521000,,,,
1964,,,529000,,,,
1965,,,534000,,,,
1966,,,534000,,,,
1967,,,530000,,,,
1968,,,525000,,,,
1969,,,521000,,,,
1970,,,520000,,,,
1971,,,523000,,,,
1972,,,529000,,,,
1973,,,538000,,,,
1974,,,547000,,,,
1975,,,554000,,,,
1976,,,560000,,,,
1977,,,566000,,,,
1978,,,570000,,,,
1979,,,575000,,,,
1980,,,581000,,,,
1981,,,588000,,,,
1982,,,595000,,,,
1983,,,603000,,,,
1984,,,609000,,,,
1985,,,614000,,,,
1986,,,616000,,,,
1987,,,617000,,,,
1988,,,616000,,,,
1989,,,615000,,,,
1990,10.670288,2422.222252,615000,,,,
1991,10.585777,2427.156757,616000,,,,
1992,10.571926,2434.127686,617000,,,,
1993,10.58281,2439.477363,619000,,,,
1994,10.659963,2444.736712,620000,,,,
1995,10.740619,2446.517661,620000,,,,
1996,10.871192,2449.999704,620000,,,,
1997,11.157572,2453.337757,618000,,,,
1998,11.320376,2455.149525,616000,,,,
1999,11.43875,2458.667018,615000,,,,
2000,11.241392,2459.755264,614000,,,,
2001,11.370035,2459.121262,613000,,,,
2002,11.341033,2458.326729,613000,,,,
2003,11.511216,2457.690924,614000,,,,
2004,11.591095,2455.024772,615000,,,,
2005,11.78,2455.056172,616000,,,,
2006,11.472057,2454.553166,618000,,,,
2007,11.28491,2455.038793,620000,,,,
2008,11.061595,2453.670978,621000,,,,
2009,10.767526,2452.607637,623000,,,,
2010,10.437915,2450.083653,624000,,,,
2011,10.208254,2447.902535,625000,,,,
2012,9.944022,2444.530321,626000,,,,
2013,9.950652,2439.454721,626000,,,,
2014,9.845994,2435.144277,627000,,,,
2015,9.647781,2431.641542,627000,,,,
2016,9.442425,2424.323616,627000,,,,
2017,9.382655,2418.14561,628000,,,,
2018,,,628000,,,,
2019,,,628000,,,,
1950,,,14000,,,,
1951,,,14000,,,,
1952,,,14000,,,,
1953,,,15000,,,,
1954,,,15000,,,,
1955,,,14000,,,,
1956,,,14000,,,,
1957,,,13000,,,,
1958,,,13000,,,,
1959,,,12000,,,,
1960,,,12000,,,,
1961,,,12000,,,,
1962,,,12000,,,,
1963,,,12000,,,,
1964,,,12000,,,,
1965,,,12000,,,,
1966,,,12000,,,,
1967,,,12000,,,,
1968,,,12000,,,,
1969,,,12000,,,,
1970,,,12000,,,,
1971,,,12000,,,,
1972,,,12000,,,,
1973,,,12000,,,,
1974,,,12000,,,,
1975,,,12000,,,,
1976,,,12000,,,,
1977,,,12000,,,,
1978,,,12000,,,,
1979,,,12000,,,,
1980,,,12000,,,,
1981,,,11000,,,,
1982,,,11000,,,,
1983,,,11000,,,,
1984,,,11000,,,,
1985,,,11000,,,,
1986,,,11000,,,,
1987,,,11000,,,,
1988,,,11000,,,,
1989,,,11000,,,,
1990,,,11000,,,,
1991,,,11000,,,,
1992,,,11000,,,,
1993,,,11000,,,,
1994,,,10000,,,,
1995,,,10000,,,,
1996,,,9000,,,,
1997,,,8000,,,,
1998,,,7000,,,,
1999,,,6000,,,,
2000,,,5000,,,,
2001,,,5000,,,,
2002,,,4000,,,,
2003,,,5000,,,,
2004,,,5000,,,,
2005,,,5000,,,,
2006,,,5000,,,,
2007,,,5000,,,,
2008,,,5000,,,,
2009,,,5000,,,,
2010,,,5000,,,,
2011,,,5000,,,,
2012,,,5000,,,,
2013,,,5000,,,,
2014,,,5000,,,,
2015,,,5000,,,,
2016,,,5000,,,,
2017,,,5000,,,,
2018,,,5000,,,,
2019,,,5000,,,,
1800,,,2503218,,,,
1801,,,2512195,,,,
1802,,,2521203,,,,
1803,,,2530245,,,,
1804,,,2539318,,,,
1805,,,2548424,,,,
1806,,,2557563,,,,
1807,,,2566734,,,,
1808,,,2575939,,,,
1809,,,2585176,,,,
1810,,,2595056,,,,
1811,,,2604775,,,,
1812,,,2614945,,,,
1813,,,2625571,,,,
1814,,,2636656,,,,
1815,,,2648205,,,,
1816,,,2660224,,,,
1817,,,2672716,,,,
1818,,,2685686,,,,
1819,,,2699138,,,,
1820,,,2713079,,,,
1821,,,2727511,,,,
1822,,,2742441,,,,
1823,,,2757872,,,,
1824,,,2773810,,,,
1825,,,2790260,,,,
1826,,,2807226,,,,
1827,,,2824713,,,,
1828,,,2842727,,,,
1829,,,2861273,,,,
1830,,,2880355,,,,
1831,,,2899979,,,,
1832,,,2919737,,,,
1833,,,2939629,,,,
1834,,,2959657,,,,
1835,,,2979821,,,,
1836,,,3000123,,,,
1837,,,3020562,,,,
1838,,,3041142,,,,
1839,,,3061861,,,,
1840,,,3082721,,,,
1841,,,3103724,,,,
1842,,,3124870,,,,
1843,,,3146160,,,,
1844,,,3167595,,,,
1845,,,3189175,,,,
1846,,,3210903,,,,
1847,,,3232779,,,,
1848,,,3254804,,,,
1849,,,3276979,,,,
1850,,,3299305,,,,
1851,,,3321819,,,,
1852,,,3344485,,,,
1853,,,3367307,,,,
1854,,,3390284,,,,
1855,,,3413418,,,,
1856,,,3436710,,,,
1857,,,3460160,,,,
1858,,,3483771,,,,
1859,,,3507543,,,,
1860,,,3531477,,,,
1861,,,3555620,,,,
1862,,,3579973,,,,
1863,,,3604538,,,,
1864,,,3629317,,,,
1865,,,3654312,,,,
1866,,,3679525,,,,
1867,,,3704956,,,,
1868,,,3730609,,,,
1869,,,3756485,,,,
1870,,,3782586,,,,
1871,,,3808913,,,,
1872,,,3835470,,,,
1873,,,3861415,,,,
1874,,,3888443,,,,
1875,,,3915711,,,,
1876,,,3943220,,,,
1877,,,3970290,,,,
1878,,,3998327,,,,
1879,,,4026618,,,,
1880,,,4055109,,,,
1881,,,4083262,,,,
1882,,,4112153,,,,
1883,,,4141250,,,,
1884,,,4170069,,,,
1885,,,4199575,,,,
1886,,,4229290,,,,
1887,,,4258793,,,,
1888,,,4288927,,,,
1889,,,4319274,,,,
1890,,,4349835,,,,
1891,,,4380613,,,,
1892,,,4411609,,,,
1893,,,4442824,,,,
1894,,,4474260,,,,
1895,,,4505918,,,,
1896,,,4537800,,,,
1897,,,4569908,,,,
1898,,,4602243,,,,
1899,,,4634807,,,,
1900,,,4667601,,,,
1901,,,4700628,,,,
1902,,,4733497,,,,
1903,,,4766989,,,,
1904,,,4800719,,,,
1905,,,4834687,,,,
1906,,,4868896,,,,
1907,,,4902779,,,,
1908,,,4937469,,,,
1909,,,4972405,,,,
1910,,,5007588,,,,
1911,,,5042854,,,,
1912,,,5078535,,,,
1913,,,5128451,,,,
