Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1876,,,728581,,,,
1877,,,734784,,,,
1878,,,741211,,,,
1879,,,747694,,,,
1880,,,754234,,,,
1881,,,760675,,,,
1882,,,767328,,,,
1883,,,774039,,,,
1884,,,780669,,,,
1885,,,787497,,,,
1886,,,794385,,,,
1887,,,801210,,,,
1888,,,808218,,,,
1889,,,815287,,,,
1890,,,822418,,,,
1891,,,829611,,,,
1892,,,836867,,,,
1893,,,844187,,,,
1894,,,851570,,,,
1895,,,859019,,,,
1896,,,866532,,,,
1897,,,874111,,,,
1898,,,881756,,,,
1899,,,889469,,,,
1900,,,897248,,,,
1901,,,905096,,,,
1902,,,912895,,,,
1903,,,920880,,,,
1904,,,928934,,,,
1905,,,937059,,,,
1906,,,945255,,,,
1907,,,953351,,,,
1908,,,961690,,,,
1909,,,970101,,,,
1910,,,978586,,,,
1911,,,987094,,,,
1912,,,995728,,,,
1913,,,1004437,,,,
1914,,,1013222,,,,
1915,,,1022084,,,,
1916,,,1031023,,,,
1917,,,1040041,,,,
1918,,,1049230,,,,
1919,,,1058477,,,,
1920,,,1067806,,,,
1921,,,1077217,,,,
1922,,,1086710,,,,
1923,,,1096288,,,,
1924,,,1105950,,,,
1925,,,1115696,,,,
1926,,,1125529,,,,
1927,,,1135449,,,,
1928,,,1145456,,,,
1929,,,1155551,,,,
1930,,,1165735,,,,
1931,,,1176009,,,,
1932,,,1186373,,,,
1933,,,1196829,,,,
1934,,,1207377,,,,
1935,,,1218017,,,,
1936,,,1228752,,,,
1937,,,1239581,,,,
1938,,,1250506,,,,
1939,,,1261527,,,,
1940,,,1272645,,,,
1941,,,1283861,,,,
1942,,,1295176,,,,
1943,,,1306590,,,,
1944,,,1318105,,,,
1945,,,1329722,,,,
1946,,,1341441,,,,
1947,,,1353264,,,,
1948,,,1365190,,,,
1949,,,1377222,,,,
1950,,,1395000,,,,
1951,,,1425000,,,,
1952,,,1442000,,,,
1953,,,1452000,,,,
1954,,,1462000,,,,
1955,,,1474000,,,,
1956,,,1491000,,,,
1957,,,1512000,,,,
1958,,,1536000,,,,
1959,,,1560000,,,,
1960,,,1581000,,,,
1961,,,1598000,,,,
1962,,,1613000,,,,
1963,,,1632000,,,,
1964,,,1662000,,,,
1965,,,1709000,,,,
1966,,,1774000,,,,
1967,,,1855000,,,,
1968,,,1946000,,,,
1969,,,2035000,,,,
1970,,,2116000,,,,
1971,,,2186000,,,,
1972,,,2248000,,,,
1973,,,2303000,,,,
1974,,,2357000,,,,
1975,,,2410000,,,,
1976,,,2464000,,,,
1977,,,2518000,,,,
1978,,,2576000,,,,
1979,,,2643000,,,,
1980,,,2721000,,,,
1981,,,2812000,,,,
1982,,,2916000,,,,
1983,,,3027000,,,,
1984,,,3141000,,,,
1985,,,3253000,,,,
1986,,,3363000,,,,
1987,,,3472000,,,,
1988,,,3577000,,,,
1989,,,3679000,,,,
1990,2.780311,4.25092,3774000,,,,
1991,2.785384,4.258087,3863000,,,,
1992,2.791516,4.261822,3946000,,,,
1993,2.798096,4.265544,4029000,,,,
1994,2.804022,4.269037,4121000,,,,
1995,2.813989,4.273672,4226000,,,,
1996,2.822865,4.275095,4349000,,,,
1997,2.835308,4.280299,4486000,,,,
1998,2.846547,4.285454,4632000,,,,
1999,2.858457,4.2872,4780000,,,,
2000,2.86812,4.291292,4924000,,,,
2001,2.876305,4.289929,5063000,,,,
2002,2.882531,4.288875,5197000,,,,
2003,2.890573,4.289812,5331000,,,,
2004,2.896942,4.288755,5468000,,,,
2005,2.901804,4.286362,5612000,,,,
2006,2.906153,4.285303,5763000,,,,
2007,2.913129,4.282382,5920000,,,,
2008,2.919794,4.279123,6083000,,,,
2009,2.922914,4.276067,6251000,,,,
2010,2.927311,4.275411,6422000,,,,
2011,2.927145,4.274595,6596000,,,,
2012,2.927667,4.271994,6774000,,,,
2013,2.928899,4.272949,6955000,,,,
2014,2.931748,4.273132,7138000,,,,
2015,2.93112,4.271175,7323000,,,,
2016,2.933731,4.269496,7510000,,,,
2017,2.934874,4.270525,7698000,,,,
2018,,,7889000,,,,
2019,,,8082000,,,,
1950,,,2000,,,,
1951,,,2000,,,,
1952,,,1000,,,,
1953,,,2000,,,,
1954,,,2000,,,,
1955,,,2000,,,,
1956,,,2000,,,,
1957,,,2000,,,,
1958,,,2000,,,,
1959,,,2000,,,,
1960,,,2000,,,,
1961,,,2000,,,,
1962,,,2000,,,,
1963,,,2000,,,,
1964,,,2000,,,,
1965,,,2000,,,,
1966,,,2000,,,,
1967,,,2000,,,,
1968,,,2000,,,,
1969,,,2000,,,,
1970,,,2000,,,,
1971,,,2000,,,,
1972,,,2000,,,,
1973,,,2000,,,,
1974,,,2000,,,,
1975,,,2000,,,,
1976,,,2000,,,,
1977,,,2000,,,,
1978,,,2000,,,,
1979,,,2000,,,,
1980,,,2000,,,,
1981,,,2000,,,,
1982,,,2000,,,,
1983,,,2000,,,,
1984,,,2000,,,,
1985,,,2000,,,,
1986,,,2000,,,,
1987,,,2000,,,,
1988,,,2000,,,,
1989,,,2000,,,,
1990,,,2000,,,,
1991,,,2000,,,,
1992,,,2000,,,,
1993,,,2000,,,,
1994,,,2000,,,,
1995,,,2000,,,,
1996,,,2000,,,,
1997,,,2000,,,,
1998,,,2000,,,,
1999,,,2000,,,,
2000,,,2000,,,,
2001,,,2000,,,,
2002,,,1000,,,,
2003,,,1000,,,,
2004,,,1000,,,,
2005,,,1000,,,,
2006,,,1000,,,,
2007,,,1000,,,,
2008,,,1000,,,,
2009,,,1000,,,,
2010,,,1000,,,,
2011,,,1000,,,,
2012,,,1000,,,,
2013,,,1000,,,,
2014,,,1000,,,,
2015,,,1000,,,,
2016,,,1000,,,,
2017,,,1000,,,,
2018,,,1000,,,,
2019,,,1000,,,,
1800,,,18658,,,,
1801,,,18654,,,,
1802,,,18651,,,,
1803,,,18647,,,,
1804,,,18643,,,,
1805,,,18640,,,,
1806,,,18636,,,,
1807,,,18632,,,,
1808,,,18629,,,,
1809,,,18625,,,,
1810,,,18621,,,,
1811,,,18617,,,,
1812,,,18614,,,,
1813,,,18610,,,,
1814,,,18606,,,,
1815,,,18603,,,,
1816,,,18599,,,,
1817,,,18595,,,,
1818,,,18592,,,,
1819,,,18588,,,,
1820,,,18584,,,,
1821,,,18581,,,,
1822,,,18577,,,,
1823,,,18573,,,,
1824,,,18570,,,,
1825,,,18566,,,,
1826,,,18562,,,,
1827,,,18559,,,,
1828,,,18555,,,,
1829,,,18551,,,,
1830,,,18548,,,,
1831,,,18544,,,,
1832,,,18540,,,,
1833,,,18537,,,,
1834,,,18533,,,,
1835,,,18530,,,,
1836,,,18527,,,,
1837,,,18524,,,,
1838,,,18521,,,,
1839,,,18518,,,,
1840,,,18516,,,,
1841,,,18515,,,,
1842,,,18516,,,,
1843,,,18518,,,,
1844,,,18522,,,,
1845,,,18527,,,,
1846,,,18534,,,,
1847,,,18542,,,,
1848,,,18552,,,,
1849,,,18564,,,,
1850,,,18577,,,,
1851,,,18590,,,,
1852,,,18605,,,,
1853,,,18622,,,,
1854,,,18640,,,,
1855,,,18659,,,,
1856,,,18680,,,,
1857,,,18702,,,,
1858,,,18726,,,,
1859,,,18751,,,,
1860,,,18778,,,,
1861,,,18806,,,,
1862,,,18834,,,,
1863,,,18862,,,,
1864,,,18890,,,,
1865,,,18918,,,,
1866,,,18946,,,,
1867,,,18974,,,,
1868,,,19002,,,,
1869,,,19030,,,,
1870,,,19059,,,,
1871,,,19087,,,,
1872,,,19115,,,,
1873,,,19144,,,,
1874,,,19172,,,,
1875,,,19201,,,,
1876,,,19229,,,,
1877,,,19257,,,,
1878,,,19286,,,,
1879,,,19315,,,,
1880,,,19343,,,,
1881,,,19372,,,,
1882,,,19401,,,,
1883,,,19430,,,,
1884,,,19459,,,,
1885,,,19487,,,,
1886,,,19516,,,,
1887,,,19545,,,,
1888,,,19574,,,,
1889,,,19603,,,,
1890,,,19633,,,,
1891,,,19662,,,,
1892,,,19691,,,,
1893,,,19720,,,,
1894,,,19750,,,,
1895,,,19779,,,,
1896,,,19896,,,,
1897,,,20028,,,,
1898,,,20174,,,,
1899,,,20336,,,,
1900,,,20512,,,,
1901,,,20704,,,,
1902,,,20899,,,,
1903,,,21146,,,,
1904,,,21411,,,,
1905,,,21696,,,,
1906,,,21892,,,,
1907,,,22086,,,,
1908,,,22287,,,,
1909,,,22489,,,,
1910,,,22689,,,,
1911,,,22891,,,,
1912,,,23087,,,,
1913,,,23278,,,,
1914,,,23472,,,,
1915,,,23666,,,,
1916,,,23863,,,,
1917,,,24061,,,,
1918,,,24263,,,,
1919,,,24466,,,,
1920,,,24671,,,,
1921,,,24932,,,,
1922,,,25251,,,,
1923,,,25628,,,,
1924,,,26011,,,,
1925,,,26400,,,,
1926,,,26795,,,,
1927,,,27196,,,,
1928,,,27602,,,,
1929,,,28015,,,,
1930,,,28434,,,,
1931,,,28908,,,,
1932,,,29440,,,,
1933,,,30032,,,,
1934,,,30635,,,,
1935,,,31250,,,,
1936,,,31878,,,,
1937,,,32518,,,,
1938,,,33171,,,,
1939,,,33952,,,,
1940,,,34868,,,,
1941,,,35925,,,,
1942,,,37014,,,,
1943,,,38136,,,,
1944,,,39292,,,,
1945,,,40483,,,,
1946,,,41710,,,,
1947,,,42974,,,,
1948,,,44276,,,,
1949,,,45618,,,,
1950,,,47000,,,,
1951,,,49000,,,,
1952,,,51000,,,,
1953,,,53000,,,,
1954,,,54000,,,,
1955,,,55000,,,,
1956,,,56000,,,,
1957,,,57000,,,,
1958,,,58000,,,,
1959,,,60000,,,,
1960,,,62000,,,,
1961,,,64000,,,,
1962,,,66000,,,,
1963,,,69000,,,,
1964,,,72000,,,,
1965,,,74000,,,,
1966,,,77000,,,,
1967,,,79000,,,,
1968,,,81000,,,,
1969,,,83000,,,,
1970,,,84000,,,,
1971,,,85000,,,,
1972,,,86000,,,,
1973,,,87000,,,,
1974,,,88000,,,,
1975,,,88000,,,,
1976,,,89000,,,,
1977,,,90000,,,,
1978,,,91000,,,,
1979,,,92000,,,,
1980,,,93000,,,,
1981,,,93000,,,,
1982,,,94000,,,,
1983,,,94000,,,,
1984,,,94000,,,,
1985,,,94000,,,,
1986,,,94000,,,,
1987,,,94000,,,,
1988,,,95000,,,,
1989,,,95000,,,,
1990,2.320664,3.469432,95000,,,,
1991,2.319666,3.470987,95000,,,,
1992,2.320522,3.473773,95000,,,,
1993,2.322299,3.475557,96000,,,,
1994,2.323244,3.475574,96000,,,,
1995,2.326284,3.476597,96000,,,,
1996,2.329257,3.47611,96000,,,,
1997,2.3326,3.473813,97000,,,,
1998,2.336509,3.469733,97000,,,,
1999,2.340116,3.466458,97000,,,,
2000,2.342626,3.463931,98000,,,,
2001,2.346691,3.461807,98000,,,,
2002,2.349133,3.45846,99000,,,,
2003,2.35437,3.456842,100000,,,,
2004,2.360094,3.455304,100000,,,,
2005,2.361732,3.451385,101000,,,,
2006,2.361978,3.44881,102000,,,,
2007,2.365566,3.445527,103000,,,,
2008,2.364004,3.442772,103000,,,,
2009,2.365166,3.437944,104000,,,,
2010,2.365774,3.437695,104000,,,,
2011,2.365356,3.43682,104000,,,,
2012,2.36625,3.436877,103000,,,,
2013,2.367106,3.435119,102000,,,,
2014,2.367227,3.434652,101000,,,,
2015,2.368201,3.434666,101000,,,,
2016,2.368353,3.433838,101000,,,,
2017,2.36984,3.433238,102000,,,,
2018,,,103000,,,,
2019,,,104000,,,,
1800,,,60000,,,,
1801,,,60000,,,,
1802,,,60000,,,,
1803,,,60000,,,,
1804,,,60000,,,,
1805,,,60000,,,,
1806,,,60000,,,,
1807,,,60000,,,,
1808,,,60000,,,,
1809,,,60000,,,,
1810,,,60000,,,,
1811,,,60028,,,,
1812,,,60083,,,,
1813,,,60166,,,,
1814,,,60278,,,,
1815,,,60418,,,,
1816,,,60588,,,,
1817,,,60786,,,,
1818,,,61014,,,,
1819,,,61271,,,,
1820,,,61559,,,,
1821,,,61877,,,,
1822,,,62225,,,,
1823,,,62604,,,,
1824,,,63015,,,,
1825,,,63457,,,,
1826,,,63931,,,,
1827,,,64437,,,,
1828,,,64975,,,,
1829,,,65546,,,,
1830,,,66150,,,,
1831,,,66787,,,,
1832,,,67431,,,,
1833,,,68081,,,,
1834,,,68737,,,,
1835,,,69399,,,,
1836,,,70068,,,,
1837,,,70743,,,,
1838,,,71424,,,,
1839,,,72113,,,,
1840,,,72807,,,,
1841,,,73557,,,,
1842,,,74362,,,,
1843,,,75225,,,,
1844,,,76147,,,,
1845,,,77130,,,,
1846,,,78175,,,,
1847,,,79285,,,,
1848,,,80462,,,,
1849,,,81706,,,,
1850,,,83021,,,,
1851,,,84433,,,,
1852,,,85919,,,,
1853,,,87483,,,,
1854,,,89125,,,,
1855,,,90850,,,,
1856,,,92657,,,,
1857,,,94551,,,,
1858,,,96534,,,,
1859,,,98607,,,,
1860,,,100774,,,,
1861,,,103060,,,,
1862,,,105420,,,,
1863,,,107858,,,,
1864,,,110375,,,,
1865,,,112975,,,,
1866,,,115658,,,,
1867,,,118429,,,,
1868,,,121290,,,,
1869,,,124243,,,,
1870,,,127291,,,,
1871,,,130437,,,,
1872,,,133685,,,,
1873,,,136650,,,,
1874,,,140106,,,,
1875,,,143675,,,,
1876,,,147361,,,,
1877,,,150824,,,,
1878,,,154766,,,,
1879,,,158840,,,,
1880,,,163021,,,,
1881,,,167019,,,,
1882,,,171415,,,,
1883,,,175927,,,,
1884,,,180281,,,,
1885,,,185026,,,,
1886,,,189896,,,,
1887,,,194638,,,,
1888,,,199761,,,,
1889,,,205019,,,,
1890,,,210416,,,,
1891,,,215954,,,,
1892,,,221638,,,,
1893,,,227472,,,,
1894,,,233460,,,,
1895,,,239604,,,,
1896,,,245821,,,,
1897,,,252005,,,,
1898,,,258236,,,,
1899,,,264500,,,,
1900,,,270875,,,,
1901,,,277257,,,,
1902,,,283696,,,,
1903,,,290032,,,,
1904,,,296414,,,,
1905,,,302823,,,,
1906,,,309349,,,,
1907,,,315810,,,,
1908,,,322614,,,,
1909,,,329625,,,,
1910,,,336844,,,,
1911,,,344067,,,,
1912,,,351295,,,,
1913,,,357847,,,,
1914,,,363724,,,,
1915,,,368924,,,,
1916,,,374468,,,,
1917,,,380014,,,,
1918,,,385416,,,,
1919,,,390854,,,,
1920,,,387115,,,,
1921,,,383037,,,,
1922,,,378618,,,,
1923,,,382697,,,,
1924,,,386435,,,,
1925,,,389494,,,,
1926,,,392553,,,,
1927,,,395952,,,,
1928,,,400370,,,,
1929,,,406148,,,,
1930,,,412945,,,,
1931,,,419403,,,,
1932,,,425181,,,,
1933,,,430619,,,,
1934,,,436737,,,,
1935,,,443534,,,,
1936,,,451011,,,,
1937,,,458828,,,,
1938,,,466985,,,,
1939,,,475822,,,,
1940,,,487378,,,,
1941,,,502332,,,,
1942,,,518986,,,,
1943,,,533940,,,,
1944,,,546516,,,,
1945,,,558751,,,,
1946,,,574725,,,,
1947,,,592738,,,,
1948,,,611431,,,,
1949,,,629444,,,,
1950,,,646000,,,,
1951,,,659000,,,,
1952,,,676000,,,,
1953,,,695000,,,,
1954,,,717000,,,,
1955,,,740000,,,,
1956,,,763000,,,,
1957,,,786000,,,,
1958,,,808000,,,,
1959,,,829000,,,,
1960,,,848000,,,,
1961,,,865000,,,,
1962,,,879000,,,,
1963,,,892000,,,,
1964,,,903000,,,,
1965,,,912000,,,,
1966,,,919000,,,,
1967,,,925000,,,,
1968,,,931000,,,,
1969,,,937000,,,,
1970,,,945000,,,,
1971,,,956000,,,,
1972,,,968000,,,,
1973,,,982000,,,,
1974,,,996000,,,,
1975,,,1011000,,,,
1976,,,1025000,,,,
1977,,,1039000,,,,
1978,,,1054000,,,,
1979,,,1069000,,,,
1980,,,1085000,,,,
1981,,,1102000,,,,
1982,,,1120000,,,,
1983,,,1138000,,,,
1984,,,1155000,,,,
1985,,,1170000,,,,
1986,,,1183000,,,,
1987,,,1195000,,,,
1988,,,1204000,,,,
1989,,,1213000,,,,
1990,2.821778,4.028718,1221000,,,,
1991,2.835242,4.040005,1229000,,,,
1992,2.841314,4.047311,1237000,,,,
1993,2.845112,4.051605,1244000,,,,
1994,2.851345,4.053297,1250000,,,,
1995,2.852586,4.053391,1254000,,,,
1996,2.852446,4.042509,1258000,,,,
1997,2.85068,4.01201,1260000,,,,
1998,2.843012,3.978596,1262000,,,,
1999,2.83942,3.941705,1264000,,,,
2000,2.836769,3.916677,1267000,,,,
2001,2.833442,3.895515,1272000,,,,
2002,2.826675,3.87591,1277000,,,,
2003,2.822647,3.858202,1284000,,,,
2004,2.822532,3.843107,1290000,,,,
2005,2.819939,3.835132,1296000,,,,
2006,2.82502,3.827199,1303000,,,,
2007,2.836502,3.821855,1308000,,,,
2008,2.849324,3.822047,1314000,,,,
2009,2.860139,3.82083,1321000,,,,
2010,2.86678,3.819745,1328000,,,,
2011,2.868736,3.818732,1336000,,,,
2012,2.86946,3.814391,1345000,,,,
2013,2.86962,3.808907,1354000,,,,
2014,2.870082,3.805982,1362000,,,,
2015,2.867165,3.800037,1370000,,,,
2016,2.864625,3.794836,1378000,,,,
2017,2.862335,3.790391,1384000,,,,
2018,,,1390000,,,,
2019,,,1395000,,,,
1990,2.463671,4.499958,,,,,
1991,2.455211,4.495772,,,,,
1992,2.45156,4.499028,,,,,
1993,2.452249,4.507361,,,,,
1994,2.45495,4.517967,,,,,
1995,2.459194,4.529791,,,,,
1996,2.499128,4.604593,,,,,
1997,2.588816,4.770087,,,,,
1998,2.693761,4.96708,,,,,
1999,2.78241,5.134806,,,,,
2000,2.821563,5.217642,,,,,
2001,2.821281,5.235411,,,,,
2002,2.81596,5.248813,,,,,
2003,2.8059,5.256499,,,,,
2004,2.793477,5.255827,,,,,
2005,2.779002,5.246587,,,,,
2006,2.74314,5.160543,,,,,
2007,2.677968,4.972762,,,,,
2008,2.600699,4.743575,,,,,
2009,2.527934,4.534067,,,,,
2010,2.477922,4.40882,,,,,
2011,2.44657,4.348431,,,,,
2012,2.418942,4.296293,,,,,
2013,2.394766,4.251043,,,,,
2014,2.374916,4.213542,,,,,
2015,2.360538,4.184686,,,,,
2016,2.35192,4.16517,,,,,
2017,2.34918,4.154224,,,,,
1800,,,862029,,,,
1801,,,862673,,,,
1802,,,863317,,,,
1803,,,863962,,,,
1804,,,864608,,,,
1805,,,865254,,,,
1806,,,865900,,,,
1807,,,866547,,,,
1808,,,867194,,,,
1809,,,867842,,,,
1810,,,868499,,,,
1811,,,869364,,,,
1812,,,870447,,,,
1813,,,871749,,,,
1814,,,873271,,,,
1815,,,875017,,,,
1816,,,876986,,,,
1817,,,879180,,,,
1818,,,881601,,,,
1819,,,884250,,,,
1820,,,887129,,,,
1821,,,890239,,,,
1822,,,893582,,,,
1823,,,897159,,,,
1824,,,900972,,,,
1825,,,905023,,,,
1826,,,909313,,,,
1827,,,913843,,,,
1828,,,918616,,,,
1829,,,923632,,,,
1830,,,928894,,,,
1831,,,934403,,,,
1832,,,939945,,,,
1833,,,945519,,,,
1834,,,951126,,,,
1835,,,956767,,,,
1836,,,962441,,,,
1837,,,968149,,,,
1838,,,973891,,,,
1839,,,979666,,,,
1840,,,985476,,,,
1841,,,991321,,,,
1842,,,997200,,,,
1843,,,1003113,,,,
1844,,,1009062,,,,
1845,,,1015047,,,,
1846,,,1021066,,,,
1847,,,1027122,,,,
1848,,,1033213,,,,
1849,,,1039341,,,,
1850,,,1045505,,,,
1851,,,1052033,,,,
1852,,,1058602,,,,
1853,,,1065212,,,,
1854,,,1071864,,,,
1855,,,1078556,,,,
1856,,,1085291,,,,
1857,,,1092067,,,,
1858,,,1098886,,,,
1859,,,1105747,,,,
1860,,,1112651,,,,
1861,,,1119873,,,,
1862,,,1127421,,,,
1863,,,1135297,,,,
1864,,,1143509,,,,
1865,,,1152061,,,,
1866,,,1160958,,,,
1867,,,1170206,,,,
1868,,,1179812,,,,
1869,,,1189779,,,,
1870,,,1200115,,,,
1871,,,1210824,,,,
1872,,,1221913,,,,
1873,,,1231684,,,,
1874,,,1243626,,,,
1875,,,1255997,,,,
1876,,,1268802,,,,
1877,,,1281040,,,,
1878,,,1294993,,,,
1879,,,1309442,,,,
1880,,,1324052,,,,
1881,,,1338410,,,,
1882,,,1353343,,,,
1883,,,1368442,,,,
1884,,,1383334,,,,
1885,,,1398768,,,,
1886,,,1414374,,,,
1887,,,1429821,,,,
1888,,,1445773,,,,
1889,,,1461903,,,,
1890,,,1478213,,,,
1891,,,1494704,,,,
1892,,,1511380,,,,
1893,,,1528241,,,,
1894,,,1545290,,,,
1895,,,1562530,,,,
1896,,,1579961,,,,
1897,,,1597587,,,,
1898,,,1615409,,,,
1899,,,1633430,,,,
1900,,,1651652,,,,
1901,,,1670077,,,,
1902,,,1688380,,,,
1903,,,1707214,,,,
1904,,,1726258,,,,
1905,,,1745515,,,,
1906,,,1764986,,,,
1907,,,1784190,,,,
1908,,,1804092,,,,
1909,,,1824216,,,,
1910,,,1844564,,,,
1911,,,1864995,,,,
1912,,,1885798,,,,
1913,,,1910946,,,,
1914,,,1940562,,,,
1915,,,1974771,,,,
1916,,,2009583,,,,
1917,,,2045008,,,,
1918,,,2080210,,,,
1919,,,2116233,,,,
1920,,,2152880,,,,
1921,,,2190161,,,,
1922,,,2228089,,,,
1923,,,2266673,,,,
1924,,,2305925,,,,
1925,,,2345857,,,,
1926,,,2386480,,,,
1927,,,2427807,,,,
1928,,,2469850,,,,
1929,,,2512621,,,,
1930,,,2556132,,,,
1931,,,2600397,,,,
1932,,,2645428,,,,
1933,,,2691239,,,,
1934,,,2737844,,,,
1935,,,2785255,,,,
1936,,,2833488,,,,
1937,,,2882556,,,,
1938,,,2932473,,,,
1939,,,2983255,,,,
1940,,,3034916,,,,
1941,,,3087472,,,,
1942,,,3140939,,,,
1943,,,3195331,,,,
1944,,,3250664,,,,
1945,,,3306957,,,,
1946,,,3364223,,,,
1947,,,3422482,,,,
1948,,,3481750,,,,
1949,,,3542043,,,,
1950,,,3605000,,,,
1951,,,3696000,,,,
1952,,,3773000,,,,
1953,,,3838000,,,,
1954,,,3894000,,,,
1955,,,3944000,,,,
1956,,,3989000,,,,
1957,,,4033000,,,,
1958,,,4077000,,,,
1959,,,4125000,,,,
1960,,,4178000,,,,
1961,,,4238000,,,,
1962,,,4305000,,,,
1963,,,4380000,,,,
1964,,,4461000,,,,
1965,,,4548000,,,,
1966,,,4641000,,,,
1967,,,4741000,,,,
1968,,,4845000,,,,
1969,,,4953000,,,,
1970,,,5064000,,,,
1971,,,5176000,,,,
1972,,,5291000,,,,
1973,,,5409000,,,,
1974,,,5531000,,,,
1975,,,5657000,,,,
1976,,,5786000,,,,
1977,,,5920000,,,,
1978,,,6060000,,,,
1979,,,6211000,,,,
1980,,,6374000,,,,
1981,,,6551000,,,,
1982,,,6741000,,,,
1983,,,6937000,,,,
1984,,,7135000,,,,
1985,,,7330000,,,,
1986,,,7518000,,,,
1987,,,7701000,,,,
1988,,,7880000,,,,
1989,,,8060000,,,,
1990,3.223883,4.566264,8243000,,,,
1991,3.219973,4.566163,8428000,,,,
1992,3.217949,4.564464,8614000,,,,
1993,3.216607,4.562728,8796000,,,,
1994,3.2178,4.563122,8968000,,,,
1995,3.218559,4.562948,9125000,,,,
1996,3.224577,4.559487,9267000,,,,
1997,3.240121,4.551648,9395000,,,,
1998,3.25556,4.545847,9510000,,,,
1999,3.268193,4.538278,9614000,,,,
2000,3.277506,4.536744,9708000,,,,
2001,3.280272,4.538115,9794000,,,,
2002,3.283021,4.537857,9871000,,,,
2003,3.283272,4.535404,9945000,,,,
2004,3.28497,4.539315,10022000,,,,
2005,3.286377,4.537955,10107000,,,,
2006,3.284195,4.534252,10201000,,,,
2007,3.281251,4.527357,10305000,,,,
2008,3.276736,4.519299,10414000,,,,
2009,3.272953,4.516152,10526000,,,,
2010,3.270419,4.513549,10635000,,,,
2011,3.268799,4.513577,10742000,,,,
2012,3.266796,4.513973,10847000,,,,
2013,3.266541,4.518591,10953000,,,,
2014,3.264648,4.519185,11063000,,,,
2015,3.265177,4.521291,11180000,,,,
2016,3.264939,4.523863,11304000,,,,
2017,3.265014,4.530869,11433000,,,,
2018,,,11565000,,,,
2019,,,11695000,,,,
1800,,,9773456,,,,
1801,,,9788268,,,,
1802,,,9803102,,,,
1803,,,9817959,,,,
1804,,,9832839,,,,
1805,,,9847741,,,,
1806,,,9862665,,,,
1807,,,9877613,,,,
1808,,,9892582,,,,
1809,,,9907575,,,,
1810,,,9923007,,,,
1811,,,9938833,,,,
1812,,,9955472,,,,
1813,,,9972928,,,,
1814,,,9991205,,,,
1815,,,10010306,,,,
1816,,,10030236,,,,
1817,,,10050998,,,,
1818,,,10072596,,,,
1819,,,10095034,,,,
1820,,,10118315,,,,
1821,,,10142444,,,,
1822,,,10167424,,,,
1823,,,10193259,,,,
1824,,,10219953,,,,
1825,,,10247510,,,,
1826,,,10275934,,,,
1827,,,10305228,,,,
1828,,,10335397,,,,
1829,,,10366445,,,,
1830,,,10398375,,,,
1831,,,10431191,,,,
1832,,,10464112,,,,
1833,,,10497136,,,,
1834,,,10530264,,,,
1835,,,10563497,,,,
1836,,,10596834,,,,
1837,,,10630277,,,,
1838,,,10663826,,,,
1839,,,10697480,,,,
1840,,,10731241,,,,
1841,,,10765108,,,,
1842,,,10799082,,,,
1843,,,10833163,,,,
1844,,,10867352,,,,
1845,,,10901648,,,,
1846,,,10936053,,,,
1847,,,10970567,,,,
1848,,,11005189,,,,
1849,,,11039921,,,,
1850,,,11074762,,,,
1851,,,11110991,,,,
1852,,,11147339,,,,
1853,,,11183806,,,,
1854,,,11220391,,,,
1855,,,11257096,,,,
1856,,,11293921,,,,
1857,,,11330867,,,,
1858,,,11367933,,,,
1859,,,11405120,,,,
1860,,,11442429,,,,
1861,,,11481239,,,,
1862,,,11521564,,,,
1863,,,11563416,,,,
1864,,,11606810,,,,
1865,,,11651757,,,,
1866,,,11698272,,,,
1867,,,11746367,,,,
1868,,,11796057,,,,
1869,,,11847354,,,,
1870,,,11900274,,,,
1871,,,11954828,,,,
1872,,,12011032,,,,
1873,,,12061289,,,,
1874,,,12121278,,,,
1875,,,12183108,,,,
1876,,,12246795,,,,
1877,,,12308362,,,,
1878,,,12377125,,,,
1879,,,12447985,,,,
1880,,,12519250,,,,
1881,,,12589872,,,,
1882,,,12661949,,,,
1883,,,12734439,,,,
1884,,,12806408,,,,
1885,,,12879724,,,,
1886,,,12953460,,,,
1887,,,13026802,,,,
1888,,,13101380,,,,
1889,,,13176384,,,,
1890,,,13251817,,,,
1891,,,13327683,,,,
1892,,,13403982,,,,
1893,,,13480718,,,,
1894,,,13557893,,,,
1895,,,13635509,,,,
1896,,,13713570,,,,
1897,,,13792078,,,,
1898,,,13871034,,,,
1899,,,13950443,,,,
1900,,,14030306,,,,
1901,,,14110626,,,,
1902,,,14190665,,,,
1903,,,14271903,,,,
1904,,,14353606,,,,
1905,,,14435776,,,,
1906,,,14518416,,,,
1907,,,14600463,,,,
1908,,,14684046,,,,
1909,,,14768107,,,,
1910,,,14852648,,,,
1911,,,14937363,,,,
1912,,,15022873,,,,
1913,,,15041582,,,,
1914,,,14993614,,,,
1915,,,14879090,,,,
1916,,,14765440,,,,
1917,,,14652658,,,,
1918,,,14538524,,,,
1919,,,14425828,,,,
1920,,,14314005,,,,
1921,,,14203050,,,,
1922,,,14092954,,,,
1923,,,14050409,,,,
1924,,,14075128,,,,
1925,,,14167162,,,,
1926,,,14261883,,,,
1927,,,14401949,,,,
1928,,,14588032,,,,
1929,,,14815765,,,,
1930,,,15050216,,,,
